Timestamp,Q1,Q2,Q3,Q4,N_CH,R_CH,S_CH,L_CH,C_CH,V_p,N_p,B_z,Dst
2006-12-06 20:12:00,0.4948,3.3401,0.4383,0.0935,0.0,0.0,0.0,0.0,0.0,643.0,8.48,1.0927,-19.0
2006-12-06 20:24:00,0.0626,0.1488,2.3472,0.3437,0.0,0.0,0.0,0.0,0.0,643.0,8.05,1.0927,-25.5
2006-12-06 20:36:00,0.0729,0.1236,0.1263,0.0763,0.0,0.0,0.0,0.0,0.0,622.0,8.05,8.863,-25.5
2006-12-06 20:48:00,0.0629,0.1587,0.1114,0.0507,0.0,0.0,0.0,0.0,0.0,622.0,8.05,8.863,-32.0
2006-12-06 21:12:00,0.061,0.1354,0.0893,0.0957,0.0,0.0,0.0,0.0,0.0,644.0,8.72,4.2238,-32.0
2006-12-06 21:24:00,0.071,0.1789,0.119,0.1019,0.0,0.0,0.0,0.0,0.0,640.0,8.72,0.7559,-28.0
2006-12-06 21:36:00,0.0565,0.1301,0.0881,0.1263,0.0,0.0,0.0,0.0,0.0,640.0,8.72,0.7559,-28.0
2006-12-06 21:48:00,0.0767,0.1984,0.1137,0.103,0.0,0.0,0.0,0.0,0.0,637.0,9.17,-0.395,-24.0
2006-12-06 22:00:00,0.0591,0.1568,0.1221,0.1503,0.0,0.0,0.0,0.0,0.0,637.0,9.17,-0.395,-24.0
2006-12-06 22:12:00,0.0561,0.1663,0.1129,0.0996,0.0,0.0,0.0,0.0,0.0,637.0,9.17,-0.395,-24.0
2006-12-06 22:24:00,0.1091,0.1564,0.1053,0.1095,0.0,0.0,0.0,0.0,0.0,596.0,8.92,-3.8444,-19.0
2006-12-06 22:36:00,0.0889,0.1759,0.1045,0.1537,0.0,0.0,0.0,0.0,0.0,596.0,8.92,-3.8444,-19.0
2006-12-06 23:12:00,0.1007,0.1381,0.1221,0.1438,0.0,0.0,0.0,0.0,0.0,608.0,8.26,-2.1159,-14.0
2006-12-06 23:24:00,0.0931,0.1904,0.161,0.1999,0.0,0.0,0.0,0.0,0.0,608.0,8.26,-2.1159,-15.0
2006-12-06 23:36:00,0.1259,0.2136,0.2003,0.1556,0.0,0.0,0.0,0.0,0.0,609.0,8.26,-1.3604,-15.0
2006-12-06 23:48:00,0.0828,0.185,0.1328,0.1682,0.0,0.0,0.0,0.0,0.0,609.0,7.96,-1.3604,-16.0
2006-12-07 00:00:00,0.0755,0.354,0.1026,0.193,0.0,0.0,0.0,0.0,0.0,599.0,7.96,-3.1776,-16.0
2006-12-07 00:12:00,0.132,0.2975,0.1434,0.2316,0.0,0.0,0.0,0.0,0.0,599.0,7.96,-3.1776,-16.0
2006-12-07 00:24:00,0.1015,0.2609,0.198,0.2972,0.0,0.0,0.0,0.0,0.0,649.0,7.81,-4.6289,-17.0
2006-12-07 00:36:00,0.1759,0.333,0.1759,0.264,0.0,0.0,0.0,0.0,0.0,649.0,7.81,-4.6289,-17.0
2006-12-07 00:48:00,0.1549,0.2964,0.1671,0.2991,0.0,0.0,0.0,0.0,0.0,649.0,7.81,-3.595,-18.0
2006-12-07 01:00:00,0.1522,0.2949,0.2407,0.256,0.0,0.0,0.0,0.0,0.0,649.0,7.81,-3.595,-18.0
2006-12-07 01:12:00,0.1667,0.2434,0.1865,0.2995,0.0,0.0,0.0,0.0,0.0,593.0,7.14,-1.6246,-18.0
2006-12-07 01:24:00,0.1614,0.4288,0.2056,0.4086,0.0,0.0,0.0,0.0,0.0,593.0,7.14,-1.6246,-16.5
2006-12-07 01:36:00,0.1808,0.3464,0.2789,0.3185,0.0,0.0,0.0,0.0,0.0,607.0,7.14,-0.653,-16.5
2006-12-07 01:48:00,0.2407,0.4627,0.219,0.3002,0.0,0.0,0.0,0.0,0.0,607.0,7.58,-0.653,-15.0
2006-12-07 02:00:00,0.1835,0.4772,0.3124,0.3128,0.0,0.0,0.0,0.0,0.0,616.0,7.58,-1.4415,-15.0
2006-12-07 02:12:00,0.1995,0.4509,0.3136,0.4211,0.0,0.0,0.0,0.0,0.0,616.0,7.58,-1.4415,-15.0
2006-12-07 02:24:00,0.3983,0.465,0.4711,0.407,0.0,0.0,0.0,0.0,0.0,608.0,7.62,-3.6654,-18.0
2006-12-07 02:36:00,0.2357,0.5798,0.2888,0.462,0.0,0.0,0.0,0.0,0.0,608.0,7.62,-3.6654,-18.0
2006-12-07 02:48:00,0.2983,0.5398,0.2831,0.4429,0.0,0.0,0.0,0.0,0.0,618.0,7.62,-3.6234,-21.0
2006-12-07 03:00:00,0.2213,0.6496,0.3841,0.491,0.0,0.0,0.0,0.0,0.0,618.0,7.62,-3.6234,-21.0
2006-12-07 03:12:00,0.2842,0.7885,0.3456,0.4337,0.0,0.0,0.0,0.0,0.0,618.0,8.02,-3.6234,-21.0
2006-12-07 03:24:00,0.2213,0.5657,0.4002,0.4433,0.0,0.0,0.0,0.0,0.0,628.0,8.02,3.9071,-18.5
2006-12-07 03:36:00,0.2674,0.6145,0.3918,0.4745,0.0,0.0,0.0,0.0,0.0,628.0,8.02,3.9071,-18.5
2006-12-07 03:48:00,0.3201,0.6802,0.3471,0.5638,0.0,0.0,0.0,0.0,0.0,620.0,6.27,2.2723,-16.0
2006-12-07 04:00:00,0.3395,0.602,0.3391,0.5165,0.0,0.0,0.0,0.0,0.0,620.0,6.27,2.2723,-16.0
2006-12-07 04:12:00,0.3132,0.8049,0.3685,0.4982,0.0,0.0,0.0,0.0,0.0,597.0,6.27,1.2587,-16.0
